tests with processor pinned:

32-bit DIGITs, AVX enabled.  Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz   3.41 GHz.  16 GB RAM
SpeedCheckBasicMultiply
13406 ms to take the 3 root of a 10000000 BYTE number (9531 ms) then take the  71 root of THAT (3875 ms) 1 times
12844 ms to take the 213 root of a 10000000 BYTE number 1 times

9031 ms to take the 5 root of a 10000000 BYTE number (7343 ms) then take the  5 root of THAT (1688 ms) 1 times
11672 ms to take the 25 root of a 10000000 BYTE number 1 times

13578 ms to take the 7 root of a 10000000 BYTE number (12453 ms) then take the  5 root of THAT (1125 ms) 1 times
8781 ms to take the 5 root of a 10000000 BYTE number (6953 ms) then take the  7 root of THAT (1828 ms) 1 times
15422 ms to take the 35 root of a 10000000 BYTE number 1 times

12797 ms to take the 11 root of a 10000000 BYTE number (12094 ms) then take the  5 root of THAT (703 ms) 1 times
9344 ms to take the 5 root of a 10000000 BYTE number (7500 ms) then take the  11 root of THAT (1844 ms) 1 times
15640 ms to take the 55 root of a 10000000 BYTE number 1 times

12735 ms to take the 13 root of a 10000000 BYTE number (12110 ms) then take the  5 root of THAT (625 ms) 1 times
9031 ms to take the 5 root of a 10000000 BYTE number (7328 ms) then take the  13 root of THAT (1703 ms) 1 times
11765 ms to take the 65 root of a 10000000 BYTE number 1 times

13063 ms to take the 17 root of a 10000000 BYTE number (12766 ms) then take the  5 root of THAT (297 ms) 1 times
8422 ms to take the 5 root of a 10000000 BYTE number (7047 ms) then take the  17 root of THAT (1375 ms) 1 times
11953 ms to take the 85 root of a 10000000 BYTE number 1 times

18406 ms to take the 19 root of a 10000000 BYTE number (18094 ms) then take the  5 root of THAT (312 ms) 1 times
8656 ms to take the 5 root of a 10000000 BYTE number (6969 ms) then take the  19 root of THAT (1687 ms) 1 times
13812 ms to take the 95 root of a 10000000 BYTE number 1 times

13562 ms to take the 23 root of a 10000000 BYTE number (13328 ms) then take the  5 root of THAT (234 ms) 1 times
9188 ms to take the 5 root of a 10000000 BYTE number (6891 ms) then take the  23 root of THAT (2297 ms) 1 times
16203 ms to take the 115 root of a 10000000 BYTE number 1 times

13015 ms to take the 29 root of a 10000000 BYTE number (12812 ms) then take the  5 root of THAT (203 ms) 1 times
8703 ms to take the 5 root of a 10000000 BYTE number (6937 ms) then take the  29 root of THAT (1766 ms) 1 times
11485 ms to take the 145 root of a 10000000 BYTE number 1 times

15890 ms to take the 31 root of a 10000000 BYTE number (15687 ms) then take the  5 root of THAT (203 ms) 1 times
8954 ms to take the 5 root of a 10000000 BYTE number (6875 ms) then take the  31 root of THAT (2079 ms) 1 times
14984 ms to take the 155 root of a 10000000 BYTE number 1 times

13875 ms to take the 37 root of a 10000000 BYTE number (13750 ms) then take the  5 root of THAT (125 ms) 1 times
8359 ms to take the 5 root of a 10000000 BYTE number (6922 ms) then take the  37 root of THAT (1437 ms) 1 times
10657 ms to take the 185 root of a 10000000 BYTE number 1 times

10563 ms to take the 41 root of a 10000000 BYTE number (10453 ms) then take the  5 root of THAT (110 ms) 1 times
8609 ms to take the 5 root of a 10000000 BYTE number (6968 ms) then take the  41 root of THAT (1641 ms) 1 times
13860 ms to take the 205 root of a 10000000 BYTE number 1 times

12453 ms to take the 43 root of a 10000000 BYTE number (12344 ms) then take the  5 root of THAT (109 ms) 1 times
8672 ms to take the 5 root of a 10000000 BYTE number (6891 ms) then take the  43 root of THAT (1781 ms) 1 times
13750 ms to take the 215 root of a 10000000 BYTE number 1 times

15046 ms to take the 47 root of a 10000000 BYTE number (14953 ms) then take the  5 root of THAT (93 ms) 1 times
9594 ms to take the 5 root of a 10000000 BYTE number (7610 ms) then take the  47 root of THAT (1984 ms) 1 times
13734 ms to take the 235 root of a 10000000 BYTE number 1 times

12656 ms to take the 53 root of a 10000000 BYTE number (12547 ms) then take the  5 root of THAT (109 ms) 1 times
8781 ms to take the 5 root of a 10000000 BYTE number (7156 ms) then take the  53 root of THAT (1625 ms) 1 times
11250 ms to take the 265 root of a 10000000 BYTE number 1 times

14984 ms to take the 59 root of a 10000000 BYTE number (14906 ms) then take the  5 root of THAT (78 ms) 1 times
8984 ms to take the 5 root of a 10000000 BYTE number (7031 ms) then take the  59 root of THAT (1953 ms) 1 times
14078 ms to take the 295 root of a 10000000 BYTE number 1 times

12984 ms to take the 61 root of a 10000000 BYTE number (12906 ms) then take the  5 root of THAT (78 ms) 1 times
8797 ms to take the 5 root of a 10000000 BYTE number (7047 ms) then take the  61 root of THAT (1750 ms) 1 times
11657 ms to take the 305 root of a 10000000 BYTE number 1 times

16375 ms to take the 67 root of a 10000000 BYTE number (16297 ms) then take the  5 root of THAT (78 ms) 1 times
10031 ms to take the 5 root of a 10000000 BYTE number (8297 ms) then take the  67 root of THAT (1734 ms) 1 times
14516 ms to take the 335 root of a 10000000 BYTE number 1 times

17797 ms to take the 71 root of a 10000000 BYTE number (17735 ms) then take the  5 root of THAT (62 ms) 1 times
9922 ms to take the 5 root of a 10000000 BYTE number (7797 ms) then take the  71 root of THAT (2125 ms) 1 times
12593 ms to take the 355 root of a 10000000 BYTE number 1 times

15015 ms to take the 7 root of a 10000000 BYTE number (13640 ms) then take the  7 root of THAT (1375 ms) 1 times
12781 ms to take the 49 root of a 10000000 BYTE number 1 times

13391 ms to take the 11 root of a 10000000 BYTE number (12547 ms) then take the  7 root of THAT (844 ms) 1 times
16032 ms to take the 7 root of a 10000000 BYTE number (14375 ms) then take the  11 root of THAT (1657 ms) 1 times
15453 ms to take the 77 root of a 10000000 BYTE number 1 times

13797 ms to take the 13 root of a 10000000 BYTE number (13110 ms) then take the  7 root of THAT (687 ms) 1 times
15125 ms to take the 7 root of a 10000000 BYTE number (13860 ms) then take the  13 root of THAT (1265 ms) 1 times
14672 ms to take the 91 root of a 10000000 BYTE number 1 times

14656 ms to take the 17 root of a 10000000 BYTE number (14266 ms) then take the  7 root of THAT (390 ms) 1 times
15047 ms to take the 7 root of a 10000000 BYTE number (13750 ms) then take the  17 root of THAT (1297 ms) 1 times
15734 ms to take the 119 root of a 10000000 BYTE number 1 times

18703 ms to take the 19 root of a 10000000 BYTE number (18219 ms) then take the  7 root of THAT (484 ms) 1 times
15812 ms to take the 7 root of a 10000000 BYTE number (14172 ms) then take the  19 root of THAT (1640 ms) 1 times
13672 ms to take the 133 root of a 10000000 BYTE number 1 times

15937 ms to take the 23 root of a 10000000 BYTE number (15609 ms) then take the  7 root of THAT (328 ms) 1 times
16218 ms to take the 7 root of a 10000000 BYTE number (14531 ms) then take the  23 root of THAT (1687 ms) 1 times
13188 ms to take the 161 root of a 10000000 BYTE number 1 times

14719 ms to take the 29 root of a 10000000 BYTE number (14484 ms) then take the  7 root of THAT (235 ms) 1 times
15234 ms to take the 7 root of a 10000000 BYTE number (13937 ms) then take the  29 root of THAT (1297 ms) 1 times
14156 ms to take the 203 root of a 10000000 BYTE number 1 times

16578 ms to take the 31 root of a 10000000 BYTE number (16375 ms) then take the  7 root of THAT (203 ms) 1 times
13890 ms to take the 7 root of a 10000000 BYTE number (12469 ms) then take the  31 root of THAT (1421 ms) 1 times
11250 ms to take the 217 root of a 10000000 BYTE number 1 times

14094 ms to take the 37 root of a 10000000 BYTE number (13937 ms) then take the  7 root of THAT (157 ms) 1 times
14047 ms to take the 7 root of a 10000000 BYTE number (12812 ms) then take the  37 root of THAT (1235 ms) 1 times
13640 ms to take the 259 root of a 10000000 BYTE number 1 times

11187 ms to take the 41 root of a 10000000 BYTE number (11047 ms) then take the  7 root of THAT (140 ms) 1 times
13781 ms to take the 7 root of a 10000000 BYTE number (12578 ms) then take the  41 root of THAT (1203 ms) 1 times
14750 ms to take the 287 root of a 10000000 BYTE number 1 times

12718 ms to take the 43 root of a 10000000 BYTE number (12578 ms) then take the  7 root of THAT (140 ms) 1 times
14250 ms to take the 7 root of a 10000000 BYTE number (12765 ms) then take the  43 root of THAT (1485 ms) 1 times
12844 ms to take the 301 root of a 10000000 BYTE number 1 times

14969 ms to take the 47 root of a 10000000 BYTE number (14844 ms) then take the  7 root of THAT (125 ms) 1 times
15391 ms to take the 7 root of a 10000000 BYTE number (13656 ms) then take the  47 root of THAT (1735 ms) 1 times
11875 ms to take the 329 root of a 10000000 BYTE number 1 times

13782 ms to take the 53 root of a 10000000 BYTE number (13672 ms) then take the  7 root of THAT (110 ms) 1 times
14204 ms to take the 7 root of a 10000000 BYTE number (13079 ms) then take the  53 root of THAT (1125 ms) 1 times
11610 ms to take the 371 root of a 10000000 BYTE number 1 times

14563 ms to take the 59 root of a 10000000 BYTE number (14469 ms) then take the  7 root of THAT (94 ms) 1 times
14984 ms to take the 7 root of a 10000000 BYTE number (13609 ms) then take the  59 root of THAT (1375 ms) 1 times
11782 ms to take the 413 root of a 10000000 BYTE number 1 times

13375 ms to take the 61 root of a 10000000 BYTE number (13281 ms) then take the  7 root of THAT (94 ms) 1 times
13469 ms to take the 7 root of a 10000000 BYTE number (12281 ms) then take the  61 root of THAT (1188 ms) 1 times
12094 ms to take the 427 root of a 10000000 BYTE number 1 times

14547 ms to take the 67 root of a 10000000 BYTE number (14469 ms) then take the  7 root of THAT (78 ms) 1 times
14171 ms to take the 7 root of a 10000000 BYTE number (12796 ms) then take the  67 root of THAT (1375 ms) 1 times
11579 ms to take the 469 root of a 10000000 BYTE number 1 times

16750 ms to take the 71 root of a 10000000 BYTE number (16687 ms) then take the  7 root of THAT (63 ms) 1 times
14281 ms to take the 7 root of a 10000000 BYTE number (12718 ms) then take the  71 root of THAT (1563 ms) 1 times
17250 ms to take the 497 root of a 10000000 BYTE number 1 times

12375 ms to take the 11 root of a 10000000 BYTE number (11594 ms) then take the  11 root of THAT (781 ms) 1 times
12578 ms to take the 121 root of a 10000000 BYTE number 1 times

12532 ms to take the 13 root of a 10000000 BYTE number (11829 ms) then take the  11 root of THAT (703 ms) 1 times
12141 ms to take the 11 root of a 10000000 BYTE number (11391 ms) then take the  13 root of THAT (750 ms) 1 times
15468 ms to take the 143 root of a 10000000 BYTE number 1 times

13032 ms to take the 17 root of a 10000000 BYTE number (12579 ms) then take the  11 root of THAT (453 ms) 1 times
11610 ms to take the 11 root of a 10000000 BYTE number (11032 ms) then take the  17 root of THAT (578 ms) 1 times
12547 ms to take the 187 root of a 10000000 BYTE number 1 times

17172 ms to take the 19 root of a 10000000 BYTE number (16812 ms) then take the  11 root of THAT (360 ms) 1 times
11953 ms to take the 11 root of a 10000000 BYTE number (11234 ms) then take the  19 root of THAT (719 ms) 1 times
10484 ms to take the 209 root of a 10000000 BYTE number 1 times

14203 ms to take the 23 root of a 10000000 BYTE number (13812 ms) then take the  11 root of THAT (391 ms) 1 times
11907 ms to take the 11 root of a 10000000 BYTE number (11094 ms) then take the  23 root of THAT (813 ms) 1 times
12391 ms to take the 253 root of a 10000000 BYTE number 1 times

14094 ms to take the 29 root of a 10000000 BYTE number (13750 ms) then take the  11 root of THAT (344 ms) 1 times
12906 ms to take the 11 root of a 10000000 BYTE number (12031 ms) then take the  29 root of THAT (875 ms) 1 times
15890 ms to take the 319 root of a 10000000 BYTE number 1 times

16125 ms to take the 31 root of a 10000000 BYTE number (15891 ms) then take the  11 root of THAT (234 ms) 1 times
12047 ms to take the 11 root of a 10000000 BYTE number (11281 ms) then take the  31 root of THAT (766 ms) 1 times
11359 ms to take the 341 root of a 10000000 BYTE number 1 times

14031 ms to take the 37 root of a 10000000 BYTE number (13875 ms) then take the  11 root of THAT (156 ms) 1 times
11672 ms to take the 11 root of a 10000000 BYTE number (11031 ms) then take the  37 root of THAT (641 ms) 1 times
12484 ms to take the 407 root of a 10000000 BYTE number 1 times

10829 ms to take the 41 root of a 10000000 BYTE number (10641 ms) then take the  11 root of THAT (188 ms) 1 times
11922 ms to take the 11 root of a 10000000 BYTE number (11344 ms) then take the  41 root of THAT (578 ms) 1 times
14266 ms to take the 451 root of a 10000000 BYTE number 1 times

12593 ms to take the 43 root of a 10000000 BYTE number (12437 ms) then take the  11 root of THAT (156 ms) 1 times
11750 ms to take the 11 root of a 10000000 BYTE number (11031 ms) then take the  43 root of THAT (719 ms) 1 times
10781 ms to take the 473 root of a 10000000 BYTE number 1 times

15000 ms to take the 47 root of a 10000000 BYTE number (14860 ms) then take the  11 root of THAT (140 ms) 1 times
12547 ms to take the 11 root of a 10000000 BYTE number (11735 ms) then take the  47 root of THAT (812 ms) 1 times
11219 ms to take the 517 root of a 10000000 BYTE number 1 times

12563 ms to take the 53 root of a 10000000 BYTE number (12422 ms) then take the  11 root of THAT (141 ms) 1 times
12203 ms to take the 11 root of a 10000000 BYTE number (11187 ms) then take the  53 root of THAT (1016 ms) 1 times
22281 ms to take the 583 root of a 10000000 BYTE number 1 times

14266 ms to take the 59 root of a 10000000 BYTE number (14157 ms) then take the  11 root of THAT (109 ms) 1 times
12515 ms to take the 11 root of a 10000000 BYTE number (11156 ms) then take the  59 root of THAT (1359 ms) 1 times
17985 ms to take the 649 root of a 10000000 BYTE number 1 times

13985 ms to take the 61 root of a 10000000 BYTE number (13860 ms) then take the  11 root of THAT (125 ms) 1 times
12329 ms to take the 11 root of a 10000000 BYTE number (11579 ms) then take the  61 root of THAT (750 ms) 1 times
14203 ms to take the 671 root of a 10000000 BYTE number 1 times

14703 ms to take the 67 root of a 10000000 BYTE number (14594 ms) then take the  11 root of THAT (109 ms) 1 times
12266 ms to take the 11 root of a 10000000 BYTE number (11297 ms) then take the  67 root of THAT (969 ms) 1 times
15531 ms to take the 737 root of a 10000000 BYTE number 1 times

15891 ms to take the 71 root of a 10000000 BYTE number (15813 ms) then take the  11 root of THAT (78 ms) 1 times
11828 ms to take the 11 root of a 10000000 BYTE number (11109 ms) then take the  71 root of THAT (719 ms) 1 times
10922 ms to take the 781 root of a 10000000 BYTE number 1 times

12281 ms to take the 13 root of a 10000000 BYTE number (11766 ms) then take the  13 root of THAT (515 ms) 1 times
11157 ms to take the 169 root of a 10000000 BYTE number 1 times

13250 ms to take the 17 root of a 10000000 BYTE number (12813 ms) then take the  13 root of THAT (437 ms) 1 times
12422 ms to take the 13 root of a 10000000 BYTE number (11906 ms) then take the  17 root of THAT (516 ms) 1 times
18516 ms to take the 221 root of a 10000000 BYTE number 1 times

17235 ms to take the 19 root of a 10000000 BYTE number (16906 ms) then take the  13 root of THAT (329 ms) 1 times
12531 ms to take the 13 root of a 10000000 BYTE number (11843 ms) then take the  19 root of THAT (688 ms) 1 times
14000 ms to take the 247 root of a 10000000 BYTE number 1 times

14016 ms to take the 23 root of a 10000000 BYTE number (13719 ms) then take the  13 root of THAT (297 ms) 1 times
12719 ms to take the 13 root of a 10000000 BYTE number (11938 ms) then take the  23 root of THAT (781 ms) 1 times
14609 ms to take the 299 root of a 10000000 BYTE number 1 times

13422 ms to take the 29 root of a 10000000 BYTE number (13218 ms) then take the  13 root of THAT (204 ms) 1 times
12610 ms to take the 13 root of a 10000000 BYTE number (12094 ms) then take the  29 root of THAT (516 ms) 1 times
10532 ms to take the 377 root of a 10000000 BYTE number 1 times

15797 ms to take the 31 root of a 10000000 BYTE number (15594 ms) then take the  13 root of THAT (203 ms) 1 times
12891 ms to take the 13 root of a 10000000 BYTE number (12219 ms) then take the  31 root of THAT (672 ms) 1 times
11735 ms to take the 403 root of a 10000000 BYTE number 1 times

14579 ms to take the 37 root of a 10000000 BYTE number (14407 ms) then take the  13 root of THAT (172 ms) 1 times
12969 ms to take the 13 root of a 10000000 BYTE number (12344 ms) then take the  37 root of THAT (625 ms) 1 times
10781 ms to take the 481 root of a 10000000 BYTE number 1 times

11438 ms to take the 41 root of a 10000000 BYTE number (11297 ms) then take the  13 root of THAT (141 ms) 1 times
12547 ms to take the 13 root of a 10000000 BYTE number (12000 ms) then take the  41 root of THAT (547 ms) 1 times
11453 ms to take the 533 root of a 10000000 BYTE number 1 times

13062 ms to take the 43 root of a 10000000 BYTE number (12906 ms) then take the  13 root of THAT (156 ms) 1 times
13000 ms to take the 13 root of a 10000000 BYTE number (12296 ms) then take the  43 root of THAT (704 ms) 1 times
24437 ms to take the 559 root of a 10000000 BYTE number 1 times

14719 ms to take the 47 root of a 10000000 BYTE number (14563 ms) then take the  13 root of THAT (156 ms) 1 times
13282 ms to take the 13 root of a 10000000 BYTE number (12453 ms) then take the  47 root of THAT (829 ms) 1 times
13515 ms to take the 611 root of a 10000000 BYTE number 1 times

13032 ms to take the 53 root of a 10000000 BYTE number (12922 ms) then take the  13 root of THAT (110 ms) 1 times
12781 ms to take the 13 root of a 10000000 BYTE number (12187 ms) then take the  53 root of THAT (594 ms) 1 times
10719 ms to take the 689 root of a 10000000 BYTE number 1 times

14812 ms to take the 59 root of a 10000000 BYTE number (14719 ms) then take the  13 root of THAT (93 ms) 1 times
13297 ms to take the 13 root of a 10000000 BYTE number (12672 ms) then take the  59 root of THAT (625 ms) 1 times
13657 ms to take the 767 root of a 10000000 BYTE number 1 times

13328 ms to take the 61 root of a 10000000 BYTE number (13250 ms) then take the  13 root of THAT (78 ms) 1 times
12610 ms to take the 13 root of a 10000000 BYTE number (12032 ms) then take the  61 root of THAT (578 ms) 1 times
10563 ms to take the 793 root of a 10000000 BYTE number 1 times

14813 ms to take the 67 root of a 10000000 BYTE number (14735 ms) then take the  13 root of THAT (78 ms) 1 times
13235 ms to take the 13 root of a 10000000 BYTE number (12563 ms) then take the  67 root of THAT (672 ms) 1 times
15937 ms to take the 871 root of a 10000000 BYTE number 1 times

16454 ms to take the 71 root of a 10000000 BYTE number (16360 ms) then take the  13 root of THAT (94 ms) 1 times
12907 ms to take the 13 root of a 10000000 BYTE number (12235 ms) then take the  71 root of THAT (672 ms) 1 times
12750 ms to take the 923 root of a 10000000 BYTE number 1 times

13890 ms to take the 17 root of a 10000000 BYTE number (13343 ms) then take the  17 root of THAT (547 ms) 1 times
11203 ms to take the 289 root of a 10000000 BYTE number 1 times

16609 ms to take the 19 root of a 10000000 BYTE number (16281 ms) then take the  17 root of THAT (328 ms) 1 times
13063 ms to take the 17 root of a 10000000 BYTE number (12485 ms) then take the  19 root of THAT (578 ms) 1 times
14203 ms to take the 323 root of a 10000000 BYTE number 1 times

14813 ms to take the 23 root of a 10000000 BYTE number (14578 ms) then take the  17 root of THAT (235 ms) 1 times
13156 ms to take the 17 root of a 10000000 BYTE number (12640 ms) then take the  23 root of THAT (516 ms) 1 times
13078 ms to take the 391 root of a 10000000 BYTE number 1 times

15047 ms to take the 29 root of a 10000000 BYTE number (14829 ms) then take the  17 root of THAT (218 ms) 1 times
13844 ms to take the 17 root of a 10000000 BYTE number (13344 ms) then take the  29 root of THAT (500 ms) 1 times
12235 ms to take the 493 root of a 10000000 BYTE number 1 times

16093 ms to take the 31 root of a 10000000 BYTE number (15906 ms) then take the  17 root of THAT (187 ms) 1 times
13547 ms to take the 17 root of a 10000000 BYTE number (12937 ms) then take the  31 root of THAT (610 ms) 1 times
14250 ms to take the 527 root of a 10000000 BYTE number 1 times

14328 ms to take the 37 root of a 10000000 BYTE number (14109 ms) then take the  17 root of THAT (219 ms) 1 times
13593 ms to take the 17 root of a 10000000 BYTE number (13078 ms) then take the  37 root of THAT (515 ms) 1 times
12281 ms to take the 629 root of a 10000000 BYTE number 1 times

11704 ms to take the 41 root of a 10000000 BYTE number (11532 ms) then take the  17 root of THAT (172 ms) 1 times
13781 ms to take the 17 root of a 10000000 BYTE number (13266 ms) then take the  41 root of THAT (515 ms) 1 times
11281 ms to take the 697 root of a 10000000 BYTE number 1 times

12672 ms to take the 43 root of a 10000000 BYTE number (12547 ms) then take the  17 root of THAT (125 ms) 1 times
13469 ms to take the 17 root of a 10000000 BYTE number (12938 ms) then take the  43 root of THAT (531 ms) 1 times
12203 ms to take the 731 root of a 10000000 BYTE number 1 times

15406 ms to take the 47 root of a 10000000 BYTE number (15297 ms) then take the  17 root of THAT (109 ms) 1 times
13828 ms to take the 17 root of a 10000000 BYTE number (13265 ms) then take the  47 root of THAT (563 ms) 1 times
13047 ms to take the 799 root of a 10000000 BYTE number 1 times

13343 ms to take the 53 root of a 10000000 BYTE number (13234 ms) then take the  17 root of THAT (109 ms) 1 times
13656 ms to take the 17 root of a 10000000 BYTE number (13156 ms) then take the  53 root of THAT (500 ms) 1 times
11281 ms to take the 901 root of a 10000000 BYTE number 1 times

14219 ms to take the 59 root of a 10000000 BYTE number (14141 ms) then take the  17 root of THAT (78 ms) 1 times
12969 ms to take the 17 root of a 10000000 BYTE number (12407 ms) then take the  59 root of THAT (562 ms) 1 times
12718 ms to take the 1003 root of a 10000000 BYTE number 1 times

14906 ms to take the 61 root of a 10000000 BYTE number (14812 ms) then take the  17 root of THAT (94 ms) 1 times
14844 ms to take the 17 root of a 10000000 BYTE number (14281 ms) then take the  61 root of THAT (563 ms) 1 times
12375 ms to take the 1037 root of a 10000000 BYTE number 1 times

15344 ms to take the 67 root of a 10000000 BYTE number (15250 ms) then take the  17 root of THAT (94 ms) 1 times
14343 ms to take the 17 root of a 10000000 BYTE number (13750 ms) then take the  67 root of THAT (593 ms) 1 times
14375 ms to take the 1139 root of a 10000000 BYTE number 1 times

17156 ms to take the 71 root of a 10000000 BYTE number (17062 ms) then take the  17 root of THAT (94 ms) 1 times
14359 ms to take the 17 root of a 10000000 BYTE number (13609 ms) then take the  71 root of THAT (750 ms) 1 times
19219 ms to take the 1207 root of a 10000000 BYTE number 1 times

18359 ms to take the 19 root of a 10000000 BYTE number (18000 ms) then take the  19 root of THAT (359 ms) 1 times
12453 ms to take the 361 root of a 10000000 BYTE number 1 times

15110 ms to take the 23 root of a 10000000 BYTE number (14782 ms) then take the  19 root of THAT (328 ms) 1 times
18344 ms to take the 19 root of a 10000000 BYTE number (17891 ms) then take the  23 root of THAT (453 ms) 1 times
12125 ms to take the 437 root of a 10000000 BYTE number 1 times

14999 ms to take the 29 root of a 10000000 BYTE number (14718 ms) then take the  19 root of THAT (281 ms) 1 times
18796 ms to take the 19 root of a 10000000 BYTE number (18328 ms) then take the  29 root of THAT (468 ms) 1 times
14547 ms to take the 551 root of a 10000000 BYTE number 1 times

15703 ms to take the 31 root of a 10000000 BYTE number (15453 ms) then take the  19 root of THAT (250 ms) 1 times
17078 ms to take the 19 root of a 10000000 BYTE number (16609 ms) then take the  31 root of THAT (469 ms) 1 times
12015 ms to take the 589 root of a 10000000 BYTE number 1 times

13953 ms to take the 37 root of a 10000000 BYTE number (13750 ms) then take the  19 root of THAT (203 ms) 1 times
16579 ms to take the 19 root of a 10000000 BYTE number (16157 ms) then take the  37 root of THAT (422 ms) 1 times
15718 ms to take the 703 root of a 10000000 BYTE number 1 times

11562 ms to take the 41 root of a 10000000 BYTE number (11406 ms) then take the  19 root of THAT (156 ms) 1 times
18344 ms to take the 19 root of a 10000000 BYTE number (17953 ms) then take the  41 root of THAT (391 ms) 1 times
13062 ms to take the 779 root of a 10000000 BYTE number 1 times

13843 ms to take the 43 root of a 10000000 BYTE number (13687 ms) then take the  19 root of THAT (156 ms) 1 times
18453 ms to take the 19 root of a 10000000 BYTE number (17953 ms) then take the  43 root of THAT (500 ms) 1 times
10797 ms to take the 817 root of a 10000000 BYTE number 1 times

15782 ms to take the 47 root of a 10000000 BYTE number (15641 ms) then take the  19 root of THAT (141 ms) 1 times
18156 ms to take the 19 root of a 10000000 BYTE number (17703 ms) then take the  47 root of THAT (453 ms) 1 times
11641 ms to take the 893 root of a 10000000 BYTE number 1 times

12500 ms to take the 53 root of a 10000000 BYTE number (12375 ms) then take the  19 root of THAT (125 ms) 1 times
16797 ms to take the 19 root of a 10000000 BYTE number (16344 ms) then take the  53 root of THAT (453 ms) 1 times
13704 ms to take the 1007 root of a 10000000 BYTE number 1 times

14953 ms to take the 59 root of a 10000000 BYTE number (14828 ms) then take the  19 root of THAT (125 ms) 1 times
17063 ms to take the 19 root of a 10000000 BYTE number (16516 ms) then take the  59 root of THAT (547 ms) 1 times
14156 ms to take the 1121 root of a 10000000 BYTE number 1 times

13031 ms to take the 61 root of a 10000000 BYTE number (12906 ms) then take the  19 root of THAT (125 ms) 1 times
16953 ms to take the 19 root of a 10000000 BYTE number (16391 ms) then take the  61 root of THAT (562 ms) 1 times
15172 ms to take the 1159 root of a 10000000 BYTE number 1 times

14235 ms to take the 67 root of a 10000000 BYTE number (14125 ms) then take the  19 root of THAT (110 ms) 1 times
16688 ms to take the 19 root of a 10000000 BYTE number (16203 ms) then take the  67 root of THAT (485 ms) 1 times
11250 ms to take the 1273 root of a 10000000 BYTE number 1 times

16453 ms to take the 71 root of a 10000000 BYTE number (16359 ms) then take the  19 root of THAT (94 ms) 1 times
17063 ms to take the 19 root of a 10000000 BYTE number (16516 ms) then take the  71 root of THAT (547 ms) 1 times
12953 ms to take the 1349 root of a 10000000 BYTE number 1 times

13719 ms to take the 23 root of a 10000000 BYTE number (13344 ms) then take the  23 root of THAT (375 ms) 1 times
10531 ms to take the 529 root of a 10000000 BYTE number 1 times

13515 ms to take the 29 root of a 10000000 BYTE number (13140 ms) then take the  23 root of THAT (375 ms) 1 times
13750 ms to take the 23 root of a 10000000 BYTE number (13360 ms) then take the  29 root of THAT (390 ms) 1 times
19875 ms to take the 667 root of a 10000000 BYTE number 1 times

15797 ms to take the 31 root of a 10000000 BYTE number (15562 ms) then take the  23 root of THAT (235 ms) 1 times
14297 ms to take the 23 root of a 10000000 BYTE number (13953 ms) then take the  31 root of THAT (344 ms) 1 times
10109 ms to take the 713 root of a 10000000 BYTE number 1 times

14203 ms to take the 37 root of a 10000000 BYTE number (14000 ms) then take the  23 root of THAT (203 ms) 1 times
13812 ms to take the 23 root of a 10000000 BYTE number (13547 ms) then take the  37 root of THAT (265 ms) 1 times
11485 ms to take the 851 root of a 10000000 BYTE number 1 times

11266 ms to take the 41 root of a 10000000 BYTE number (11078 ms) then take the  23 root of THAT (188 ms) 1 times
13609 ms to take the 23 root of a 10000000 BYTE number (13328 ms) then take the  41 root of THAT (281 ms) 1 times
15781 ms to take the 943 root of a 10000000 BYTE number 1 times

12578 ms to take the 43 root of a 10000000 BYTE number (12421 ms) then take the  23 root of THAT (157 ms) 1 times
13672 ms to take the 23 root of a 10000000 BYTE number (13328 ms) then take the  43 root of THAT (344 ms) 1 times
11844 ms to take the 989 root of a 10000000 BYTE number 1 times

14609 ms to take the 47 root of a 10000000 BYTE number (14453 ms) then take the  23 root of THAT (156 ms) 1 times
13984 ms to take the 23 root of a 10000000 BYTE number (13609 ms) then take the  47 root of THAT (375 ms) 1 times
11203 ms to take the 1081 root of a 10000000 BYTE number 1 times

12578 ms to take the 53 root of a 10000000 BYTE number (12437 ms) then take the  23 root of THAT (141 ms) 1 times
14125 ms to take the 23 root of a 10000000 BYTE number (13782 ms) then take the  53 root of THAT (343 ms) 1 times
12734 ms to take the 1219 root of a 10000000 BYTE number 1 times

14625 ms to take the 59 root of a 10000000 BYTE number (14484 ms) then take the  23 root of THAT (141 ms) 1 times
14578 ms to take the 23 root of a 10000000 BYTE number (14172 ms) then take the  59 root of THAT (406 ms) 1 times
19969 ms to take the 1357 root of a 10000000 BYTE number 1 times

14189 ms to take the 61 root of a 10000000 BYTE number (14079 ms) then take the  23 root of THAT (110 ms) 1 times
14984 ms to take the 23 root of a 10000000 BYTE number (14703 ms) then take the  61 root of THAT (281 ms) 1 times
11953 ms to take the 1403 root of a 10000000 BYTE number 1 times

15110 ms to take the 67 root of a 10000000 BYTE number (15000 ms) then take the  23 root of THAT (110 ms) 1 times
15391 ms to take the 23 root of a 10000000 BYTE number (15047 ms) then take the  67 root of THAT (344 ms) 1 times
11125 ms to take the 1541 root of a 10000000 BYTE number 1 times

